tempo_relativo_s,modelo,categoria_tarefa,repeticao,cpu_percent,ram_process_mb,ram_system_used_mb,gpu_percent,vram_used_mb,gpu_temperature_c,gpu_power_w
0.1,gemma3:1b,explicacao_conceitual_curta,1,0.0,523.5,18496.96,31.0,619.0,61.0,14.98
1.1753,gemma3:1b,explicacao_conceitual_curta,1,40.9,524.46,18506.08,0.0,619.0,60.0,10.47
2.2601,gemma3:1b,explicacao_conceitual_curta,1,32.1,524.73,18508.17,0.0,619.0,60.0,9.79
3.366,gemma3:1b,explicacao_conceitual_curta,1,28.9,524.86,18479.52,0.0,619.0,60.0,9.76
4.4456,gemma3:1b,explicacao_conceitual_curta,1,71.5,524.88,18476.17,34.0,619.0,61.0,11.54
0.0853,gemma3:1b,explicacao_conceitual_curta,2,0.0,524.88,18503.31,29.0,619.0,61.0,13.95
1.1817,gemma3:1b,explicacao_conceitual_curta,2,37.7,524.89,18480.28,0.0,619.0,60.0,11.37
2.2743,gemma3:1b,explicacao_conceitual_curta,2,25.7,524.89,18493.63,0.0,619.0,60.0,9.79
3.4217,gemma3:1b,explicacao_conceitual_curta,2,39.7,524.89,18514.19,0.0,619.0,60.0,9.8
4.5086,gemma3:1b,explicacao_conceitual_curta,2,81.6,524.89,18527.61,29.0,619.0,61.0,11.73
0.086,gemma3:1b,explicacao_conceitual_curta,3,0.0,524.88,18555.33,31.0,619.0,62.0,13.98
1.175,gemma3:1b,explicacao_conceitual_curta,3,29.1,524.9,18515.37,0.0,619.0,61.0,11.2
2.2595,gemma3:1b,explicacao_conceitual_curta,3,24.1,524.9,18526.61,0.0,619.0,61.0,9.8
3.3181,gemma3:1b,explicacao_conceitual_curta,3,35.1,524.9,18536.36,0.0,619.0,61.0,9.81
4.4146,gemma3:1b,explicacao_conceitual_curta,3,61.9,524.91,18532.42,31.0,619.0,61.0,11.69
5.4905,gemma3:1b,explicacao_conceitual_curta,3,72.7,524.91,18566.51,31.0,619.0,62.0,14.1
0.0821,gemma3:1b,explicacao_tecnica_media,1,0.0,524.89,18701.49,31.0,619.0,64.0,15.47
1.1784,gemma3:1b,explicacao_tecnica_media,1,25.2,524.91,18658.77,0.0,619.0,63.0,11.88
2.2551,gemma3:1b,explicacao_tecnica_media,1,18.9,524.91,18656.98,0.0,619.0,62.0,9.93
3.3435,gemma3:1b,explicacao_tecnica_media,1,28.0,524.91,18705.23,0.0,619.0,62.0,9.92
4.4387,gemma3:1b,explicacao_tecnica_media,1,44.3,524.91,18676.11,22.0,621.0,64.0,13.97
5.5221,gemma3:1b,explicacao_tecnica_media,1,68.6,524.91,18687.41,26.0,621.0,65.0,21.41
6.6258,gemma3:1b,explicacao_tecnica_media,1,64.9,524.84,18685.22,31.0,621.0,65.0,19.49
0.0765,gemma3:1b,explicacao_tecnica_media,2,0.0,524.84,18647.08,23.0,621.0,64.0,15.5
1.1455,gemma3:1b,explicacao_tecnica_media,2,29.6,524.85,18690.05,0.0,621.0,63.0,10.4
2.2348,gemma3:1b,explicacao_tecnica_media,2,20.4,524.85,18687.9,0.0,621.0,63.0,9.98
3.3727,gemma3:1b,explicacao_tecnica_media,2,26.9,524.85,18685.54,0.0,621.0,63.0,9.96
4.4684,gemma3:1b,explicacao_tecnica_media,2,45.4,524.85,18725.11,88.0,649.0,63.0,11.46
5.5617,gemma3:1b,explicacao_tecnica_media,2,70.4,524.85,18694.66,29.0,649.0,66.0,21.52
6.6561,gemma3:1b,explicacao_tecnica_media,2,68.8,524.85,18703.23,28.0,649.0,65.0,18.78
0.0877,gemma3:1b,explicacao_tecnica_media,3,0.0,524.84,18702.15,31.0,649.0,65.0,15.86
1.2101,gemma3:1b,explicacao_tecnica_media,3,37.9,524.86,18634.01,0.0,649.0,64.0,10.09
2.3124,gemma3:1b,explicacao_tecnica_media,3,32.3,524.86,18685.45,0.0,649.0,63.0,10.02
3.3962,gemma3:1b,explicacao_tecnica_media,3,31.5,524.86,18656.48,0.0,649.0,63.0,9.99
4.4929,gemma3:1b,explicacao_tecnica_media,3,54.0,524.86,18666.73,30.0,649.0,64.0,12.66
5.5803,gemma3:1b,explicacao_tecnica_media,3,70.2,524.86,18745.1,35.0,649.0,66.0,21.69
6.6833,gemma3:1b,explicacao_tecnica_media,3,69.2,524.86,18884.13,30.0,649.0,66.0,17.32
0.0853,gemma3:1b,resumo_texto,1,0.0,524.85,18890.64,30.0,649.0,67.0,20.73
1.1759,gemma3:1b,resumo_texto,1,27.2,524.86,18916.0,0.0,649.0,65.0,11.76
2.3283,gemma3:1b,resumo_texto,1,22.0,524.86,18877.18,0.0,649.0,64.0,10.11
3.4251,gemma3:1b,resumo_texto,1,40.0,524.86,18697.76,0.0,649.0,64.0,10.09
4.531,gemma3:1b,resumo_texto,1,45.0,524.86,18608.63,29.0,649.0,66.0,14.53
5.6182,gemma3:1b,resumo_texto,1,70.0,524.86,18612.22,29.0,649.0,67.0,21.71
6.6977,gemma3:1b,resumo_texto,1,65.2,524.86,18639.47,30.0,649.0,67.0,20.14
0.082,gemma3:1b,resumo_texto,2,0.0,524.86,18644.91,30.0,649.0,66.0,17.55
1.1461,gemma3:1b,resumo_texto,2,24.5,524.87,18623.86,0.0,649.0,65.0,11.38
2.2694,gemma3:1b,resumo_texto,2,18.5,524.87,18636.41,0.0,649.0,64.0,10.14
3.361,gemma3:1b,resumo_texto,2,28.7,524.87,18632.4,0.0,649.0,64.0,10.09
4.4631,gemma3:1b,resumo_texto,2,44.0,524.87,18638.77,29.0,649.0,66.0,14.94
5.5559,gemma3:1b,resumo_texto,2,69.2,524.87,18625.39,29.0,649.0,67.0,21.77
6.6499,gemma3:1b,resumo_texto,2,69.5,524.87,18630.04,30.0,649.0,66.0,18.68
0.0813,gemma3:1b,resumo_texto,3,0.0,524.86,18641.71,30.0,649.0,66.0,15.62
1.1504,gemma3:1b,resumo_texto,3,26.5,524.88,18627.22,0.0,649.0,65.0,10.75
2.2318,gemma3:1b,resumo_texto,3,21.3,524.88,18610.86,0.0,649.0,64.0,10.15
3.4107,gemma3:1b,resumo_texto,3,32.5,524.88,18668.17,0.0,649.0,64.0,10.12
4.515,gemma3:1b,resumo_texto,3,51.5,524.88,18527.14,96.0,649.0,64.0,10.92
5.6049,gemma3:1b,resumo_texto,3,78.9,524.88,18431.09,29.0,649.0,67.0,21.67
6.701,gemma3:1b,resumo_texto,3,65.8,524.88,18425.95,31.0,649.0,67.0,18.82
0.0803,gemma3:1b,geracao_codigo_simples,1,50.3,524.87,18536.87,26.0,649.0,66.0,13.77
1.1904,gemma3:1b,geracao_codigo_simples,1,35.1,524.88,18523.11,0.0,649.0,65.0,10.2
2.3167,gemma3:1b,geracao_codigo_simples,1,20.0,524.88,18521.39,0.0,649.0,65.0,10.15
3.4066,gemma3:1b,geracao_codigo_simples,1,26.8,524.88,18497.42,0.0,649.0,64.0,10.12
4.4997,gemma3:1b,geracao_codigo_simples,1,64.7,524.88,18497.12,31.0,649.0,65.0,11.35
5.5919,gemma3:1b,geracao_codigo_simples,1,66.4,524.88,18529.59,31.0,649.0,65.0,14.39
6.6884,gemma3:1b,geracao_codigo_simples,1,62.0,524.88,18498.59,31.0,649.0,66.0,14.34
0.0778,gemma3:1b,geracao_codigo_simples,2,0.0,524.87,18511.54,28.0,649.0,66.0,14.35
1.1341,gemma3:1b,geracao_codigo_simples,2,29.0,524.88,18516.43,0.0,649.0,65.0,10.56
2.2129,gemma3:1b,geracao_codigo_simples,2,20.3,524.88,18556.31,0.0,649.0,64.0,10.13
3.3013,gemma3:1b,geracao_codigo_simples,2,28.7,524.88,18545.0,0.0,649.0,64.0,10.08
4.4057,gemma3:1b,geracao_codigo_simples,2,56.4,524.88,18511.09,31.0,649.0,65.0,11.11
5.5002,gemma3:1b,geracao_codigo_simples,2,73.1,524.88,18501.05,28.0,649.0,65.0,14.22
6.5783,gemma3:1b,geracao_codigo_simples,2,67.0,524.87,18518.91,31.0,649.0,65.0,14.33
0.0832,gemma3:1b,geracao_codigo_simples,3,0.0,524.86,18499.42,32.0,649.0,66.0,14.39
1.1697,gemma3:1b,geracao_codigo_simples,3,30.7,524.87,18515.8,0.0,649.0,65.0,10.81
2.2557,gemma3:1b,geracao_codigo_simples,3,19.8,524.87,18550.37,0.0,649.0,64.0,10.13
3.3215,gemma3:1b,geracao_codigo_simples,3,29.5,524.87,18535.68,0.0,649.0,64.0,10.07
4.3935,gemma3:1b,geracao_codigo_simples,3,63.7,524.87,18548.43,32.0,649.0,64.0,10.69
5.4774,gemma3:1b,geracao_codigo_simples,3,66.7,524.87,18555.06,31.0,649.0,65.0,14.34
6.5604,gemma3:1b,geracao_codigo_simples,3,63.5,524.87,18525.65,31.0,649.0,65.0,14.32
0.0767,gemma3:1b,analise_codigo,1,0.0,524.85,18578.04,25.0,649.0,67.0,15.1
1.1893,gemma3:1b,analise_codigo,1,35.9,524.86,18555.75,0.0,649.0,66.0,10.8
2.2674,gemma3:1b,analise_codigo,1,22.4,524.86,18517.43,0.0,649.0,65.0,10.2
3.3484,gemma3:1b,analise_codigo,1,35.5,524.86,18530.02,0.0,649.0,65.0,10.18
4.4474,gemma3:1b,analise_codigo,1,43.4,524.86,18575.96,89.0,649.0,65.0,11.09
5.5489,gemma3:1b,analise_codigo,1,66.0,524.86,18530.81,29.0,649.0,68.0,21.73
6.6462,gemma3:1b,analise_codigo,1,78.1,524.86,18540.27,28.0,649.0,67.0,18.31
0.0737,gemma3:1b,analise_codigo,2,0.0,524.85,18571.96,24.0,649.0,67.0,14.34
1.1508,gemma3:1b,analise_codigo,2,32.4,524.86,18555.51,0.0,649.0,66.0,11.19
2.2847,gemma3:1b,analise_codigo,2,30.5,524.86,18567.37,0.0,649.0,65.0,10.22
3.4094,gemma3:1b,analise_codigo,2,50.1,524.86,18549.62,0.0,649.0,65.0,10.17
4.5085,gemma3:1b,analise_codigo,2,54.7,524.86,18557.43,32.0,649.0,66.0,12.15
5.5897,gemma3:1b,analise_codigo,2,71.3,524.86,18559.09,26.0,649.0,68.0,21.61
6.6736,gemma3:1b,analise_codigo,2,79.4,524.86,18597.14,30.0,649.0,67.0,20.46
7.7629,gemma3:1b,analise_codigo,2,74.1,524.86,18588.37,23.0,649.0,67.0,15.07
0.0753,gemma3:1b,analise_codigo,3,0.0,524.86,18587.04,23.0,649.0,67.0,15.07
1.1543,gemma3:1b,analise_codigo,3,37.5,524.87,18533.61,0.0,649.0,66.0,10.33
2.2303,gemma3:1b,analise_codigo,3,33.8,524.87,18551.55,0.0,649.0,65.0,10.25
3.3451,gemma3:1b,analise_codigo,3,36.7,524.87,18571.62,0.0,649.0,65.0,10.2
4.4299,gemma3:1b,analise_codigo,3,32.0,524.87,18523.25,94.0,649.0,66.0,11.37
5.5134,gemma3:1b,analise_codigo,3,72.8,524.87,18543.87,29.0,649.0,68.0,19.71
6.5946,gemma3:1b,analise_codigo,3,71.4,524.87,18579.55,24.0,649.0,67.0,20.44
7.7254,gemma3:1b,analise_codigo,3,74.0,524.87,18566.96,21.0,649.0,67.0,14.01
0.0797,gemma3:1b,raciocinio_logico_curto,1,0.0,524.86,18537.86,29.0,649.0,67.0,20.58
1.1759,gemma3:1b,raciocinio_logico_curto,1,39.9,524.88,18560.08,0.0,649.0,65.0,16.37
2.285,gemma3:1b,raciocinio_logico_curto,1,29.0,524.88,18549.45,0.0,649.0,64.0,10.15
3.3569,gemma3:1b,raciocinio_logico_curto,1,40.3,524.88,18562.67,0.0,649.0,64.0,10.12
4.4625,gemma3:1b,raciocinio_logico_curto,1,41.1,524.88,18559.17,42.0,649.0,66.0,11.89
0.0717,gemma3:1b,raciocinio_logico_curto,2,0.0,524.86,18521.45,29.0,649.0,67.0,21.26
1.1356,gemma3:1b,raciocinio_logico_curto,2,31.5,524.88,18528.69,0.0,649.0,65.0,16.01
2.2167,gemma3:1b,raciocinio_logico_curto,2,20.5,524.88,18530.68,0.0,649.0,64.0,10.15
3.3308,gemma3:1b,raciocinio_logico_curto,2,40.9,524.88,18552.68,0.0,649.0,64.0,10.09
4.4284,gemma3:1b,raciocinio_logico_curto,2,37.8,524.88,18534.1,29.0,649.0,65.0,12.91
0.0849,gemma3:1b,raciocinio_logico_curto,3,0.0,524.87,18511.24,29.0,649.0,67.0,21.69
1.1947,gemma3:1b,raciocinio_logico_curto,3,31.9,524.88,18518.44,0.0,649.0,64.0,14.76
2.2709,gemma3:1b,raciocinio_logico_curto,3,22.8,524.88,18490.65,0.0,649.0,64.0,10.1
3.344,gemma3:1b,raciocinio_logico_curto,3,33.6,524.88,18490.37,0.0,649.0,63.0,10.08
4.4327,gemma3:1b,raciocinio_logico_curto,3,36.6,524.88,18503.68,97.0,649.0,64.0,11.17
0.1325,gemma3:1b,hardware_ia_local,1,100.0,524.87,18498.97,23.0,649.0,65.0,13.98
1.2662,gemma3:1b,hardware_ia_local,1,31.1,524.88,18496.65,0.0,649.0,63.0,10.07
2.3836,gemma3:1b,hardware_ia_local,1,27.6,524.88,18501.71,0.0,649.0,63.0,10.05
3.4671,gemma3:1b,hardware_ia_local,1,34.8,524.88,18510.62,0.0,649.0,63.0,10.02
4.566,gemma3:1b,hardware_ia_local,1,71.3,524.88,18520.08,31.0,649.0,64.0,11.06
5.7199,gemma3:1b,hardware_ia_local,1,80.4,524.88,18506.61,23.0,649.0,64.0,13.7
6.8729,gemma3:1b,hardware_ia_local,1,82.7,524.88,18473.38,18.0,649.0,64.0,12.72
8.0016,gemma3:1b,hardware_ia_local,1,80.4,524.88,18495.85,16.0,649.0,64.0,12.76
0.1121,gemma3:1b,hardware_ia_local,2,0.0,524.88,18480.5,16.0,649.0,64.0,12.68
1.2214,gemma3:1b,hardware_ia_local,2,35.4,524.87,18516.04,0.0,649.0,63.0,10.11
2.3424,gemma3:1b,hardware_ia_local,2,14.2,524.87,18468.73,0.0,649.0,62.0,9.98
3.4379,gemma3:1b,hardware_ia_local,2,32.6,524.89,18481.29,0.0,649.0,62.0,9.96
4.5246,gemma3:1b,hardware_ia_local,2,63.9,524.89,18530.61,32.0,649.0,63.0,10.57
5.6397,gemma3:1b,hardware_ia_local,2,72.4,524.89,18592.04,29.0,649.0,64.0,14.18
6.7639,gemma3:1b,hardware_ia_local,2,68.2,524.89,18577.89,23.0,649.0,64.0,13.32
7.9608,gemma3:1b,hardware_ia_local,2,74.8,524.89,18545.98,19.0,649.0,64.0,13.15
0.107,gemma3:1b,hardware_ia_local,3,0.0,524.88,18562.81,19.0,649.0,64.0,13.15
1.154,gemma3:1b,hardware_ia_local,3,25.8,524.89,18558.48,0.0,649.0,63.0,11.02
2.2618,gemma3:1b,hardware_ia_local,3,13.9,524.89,18556.06,0.0,649.0,63.0,9.98
3.3393,gemma3:1b,hardware_ia_local,3,22.3,524.89,18532.51,0.0,649.0,62.0,9.95
4.4274,gemma3:1b,hardware_ia_local,3,52.5,524.89,18528.39,31.0,649.0,63.0,11.01
5.5113,gemma3:1b,hardware_ia_local,3,57.1,524.89,18532.2,31.0,649.0,64.0,14.31
6.6144,gemma3:1b,hardware_ia_local,3,64.6,524.89,18547.16,31.0,649.0,64.0,14.15
0.0855,gemma3:1b,reescrita_objetiva,1,0.0,524.89,18550.59,31.0,649.0,64.0,13.27
1.1965,gemma3:1b,reescrita_objetiva,1,22.9,524.91,18553.3,0.0,649.0,63.0,10.67
2.2821,gemma3:1b,reescrita_objetiva,1,17.7,524.91,18638.27,0.0,649.0,62.0,9.94
3.3761,gemma3:1b,reescrita_objetiva,1,26.4,524.91,18772.78,0.0,649.0,62.0,9.93
4.462,gemma3:1b,reescrita_objetiva,1,65.0,524.91,18779.04,26.0,649.0,63.0,12.71
0.081,gemma3:1b,reescrita_objetiva,2,0.0,524.89,18781.39,26.0,649.0,63.0,12.71
1.1661,gemma3:1b,reescrita_objetiva,2,34.7,524.91,18782.93,0.0,649.0,62.0,11.05
2.2543,gemma3:1b,reescrita_objetiva,2,30.8,524.91,18802.04,0.0,649.0,62.0,9.94
3.3867,gemma3:1b,reescrita_objetiva,2,44.6,524.91,18805.84,0.0,649.0,62.0,9.94
4.4788,gemma3:1b,reescrita_objetiva,2,67.3,524.91,18816.45,33.0,649.0,63.0,11.39
0.0693,gemma3:1b,reescrita_objetiva,3,0.0,524.9,18816.59,31.0,649.0,63.0,13.55
1.1959,gemma3:1b,reescrita_objetiva,3,32.3,524.91,18821.54,0.0,649.0,63.0,10.36
2.2995,gemma3:1b,reescrita_objetiva,3,29.5,524.91,18825.51,0.0,649.0,62.0,9.94
3.3963,gemma3:1b,reescrita_objetiva,3,35.6,524.91,18817.76,0.0,649.0,62.0,9.95
4.4887,gemma3:1b,reescrita_objetiva,3,60.2,524.91,18566.65,15.0,649.0,62.0,10.12
0.0765,gemma3:1b,tarefa_longa_uso_real,1,0.0,524.9,18559.57,31.0,649.0,65.0,15.37
1.1782,gemma3:1b,tarefa_longa_uso_real,1,22.3,524.91,18554.41,0.0,649.0,64.0,11.09
2.2541,gemma3:1b,tarefa_longa_uso_real,1,15.8,524.91,18562.93,0.0,649.0,63.0,10.01
3.3198,gemma3:1b,tarefa_longa_uso_real,1,27.1,524.91,18570.26,0.0,649.0,63.0,10.02
4.4069,gemma3:1b,tarefa_longa_uso_real,1,44.9,524.91,18568.22,29.0,649.0,65.0,15.43
5.4931,gemma3:1b,tarefa_longa_uso_real,1,62.2,524.92,18550.28,28.0,649.0,66.0,21.63
6.5938,gemma3:1b,tarefa_longa_uso_real,1,62.4,524.92,18550.46,30.0,649.0,66.0,18.19
0.0711,gemma3:1b,tarefa_longa_uso_real,2,0.0,524.91,18529.91,28.0,649.0,65.0,14.8
1.1562,gemma3:1b,tarefa_longa_uso_real,2,24.4,524.93,18516.04,0.0,649.0,64.0,10.53
2.2462,gemma3:1b,tarefa_longa_uso_real,2,15.6,524.93,18522.15,0.0,649.0,64.0,10.09
3.3285,gemma3:1b,tarefa_longa_uso_real,2,20.2,524.93,18513.32,0.0,649.0,64.0,10.05
4.4323,gemma3:1b,tarefa_longa_uso_real,2,43.0,524.93,18510.34,23.0,649.0,65.0,13.07
5.5284,gemma3:1b,tarefa_longa_uso_real,2,65.8,524.93,18519.14,29.0,649.0,67.0,20.95
6.6199,gemma3:1b,tarefa_longa_uso_real,2,61.5,524.93,18516.94,30.0,649.0,66.0,17.67
0.0852,gemma3:1b,tarefa_longa_uso_real,3,47.4,524.92,18516.56,30.0,649.0,66.0,15.15
1.1709,gemma3:1b,tarefa_longa_uso_real,3,21.6,524.93,18506.08,0.0,649.0,65.0,11.67
2.2489,gemma3:1b,tarefa_longa_uso_real,3,24.3,524.93,18502.76,0.0,649.0,64.0,10.09
3.3314,gemma3:1b,tarefa_longa_uso_real,3,49.8,524.93,18645.07,0.0,649.0,64.0,10.06
4.4249,gemma3:1b,tarefa_longa_uso_real,3,63.5,524.93,18731.75,28.0,649.0,65.0,13.09
5.5084,gemma3:1b,tarefa_longa_uso_real,3,71.6,524.93,18733.27,29.0,649.0,67.0,21.43
6.5917,gemma3:1b,tarefa_longa_uso_real,3,62.9,524.93,18721.12,27.0,649.0,67.0,19.98
0.0803,llama3.2:1b,explicacao_conceitual_curta,1,0.0,524.93,19030.05,23.0,623.0,67.0,19.83
1.1976,llama3.2:1b,explicacao_conceitual_curta,1,28.8,524.94,19057.64,0.0,623.0,65.0,14.36
2.2866,llama3.2:1b,explicacao_conceitual_curta,1,15.4,524.94,19055.91,0.0,623.0,64.0,10.07
3.3819,llama3.2:1b,explicacao_conceitual_curta,1,53.6,524.94,18933.67,24.0,623.0,64.0,11.08
0.0857,llama3.2:1b,explicacao_conceitual_curta,2,46.3,524.92,18742.67,21.0,623.0,64.0,13.23
1.1862,llama3.2:1b,explicacao_conceitual_curta,2,28.3,524.94,18695.71,0.0,623.0,64.0,10.4
2.2771,llama3.2:1b,explicacao_conceitual_curta,2,20.7,524.94,18762.36,0.0,623.0,64.0,10.05
3.3862,llama3.2:1b,explicacao_conceitual_curta,2,49.6,524.94,18775.77,20.0,623.0,64.0,10.45
0.0903,llama3.2:1b,explicacao_conceitual_curta,3,0.0,524.93,18772.16,24.0,623.0,64.0,13.26
1.1688,llama3.2:1b,explicacao_conceitual_curta,3,30.2,524.95,18776.58,0.0,623.0,64.0,10.99
2.2358,llama3.2:1b,explicacao_conceitual_curta,3,16.6,524.95,18771.15,0.0,623.0,63.0,10.01
3.346,llama3.2:1b,explicacao_conceitual_curta,3,46.5,524.95,18772.66,6.0,623.0,63.0,10.08
0.0901,llama3.2:1b,explicacao_tecnica_media,1,100.0,524.94,18764.28,24.0,623.0,65.0,13.39
1.194,llama3.2:1b,explicacao_tecnica_media,1,13.6,524.95,18755.67,0.0,623.0,64.0,11.23
2.2798,llama3.2:1b,explicacao_tecnica_media,1,16.6,525.07,18764.43,0.0,623.0,64.0,10.07
3.3781,llama3.2:1b,explicacao_tecnica_media,1,38.5,525.07,18764.86,24.0,623.0,64.0,11.31
4.4701,llama3.2:1b,explicacao_tecnica_media,1,60.0,525.07,18770.63,18.0,623.0,65.0,13.31
5.5818,llama3.2:1b,explicacao_tecnica_media,1,68.1,525.07,18766.74,18.0,623.0,65.0,13.22
0.0754,llama3.2:1b,explicacao_tecnica_media,2,0.0,525.05,18764.98,18.0,623.0,65.0,13.22
1.1722,llama3.2:1b,explicacao_tecnica_media,2,26.5,525.07,18767.82,0.0,623.0,64.0,10.63
2.2612,llama3.2:1b,explicacao_tecnica_media,2,18.3,525.07,18708.88,0.0,623.0,64.0,10.09
3.3584,llama3.2:1b,explicacao_tecnica_media,2,43.3,525.07,18716.9,22.0,623.0,64.0,10.57
4.4573,llama3.2:1b,explicacao_tecnica_media,2,56.2,525.07,18716.87,19.0,623.0,65.0,13.33
5.5563,llama3.2:1b,explicacao_tecnica_media,2,56.0,525.07,18716.0,24.0,623.0,65.0,13.28
0.1136,llama3.2:1b,explicacao_tecnica_media,3,0.0,525.07,18710.92,24.0,623.0,65.0,13.3
1.2133,llama3.2:1b,explicacao_tecnica_media,3,20.3,525.09,18718.35,0.0,623.0,64.0,10.2
2.2962,llama3.2:1b,explicacao_tecnica_media,3,11.5,525.09,18721.81,0.0,623.0,64.0,10.08
3.4043,llama3.2:1b,explicacao_tecnica_media,3,43.0,525.09,18715.18,20.0,623.0,65.0,11.19
4.5371,llama3.2:1b,explicacao_tecnica_media,3,63.8,525.09,18711.12,19.0,623.0,65.0,13.25
5.7236,llama3.2:1b,explicacao_tecnica_media,3,76.7,525.09,18716.86,12.0,623.0,65.0,12.16
6.9013,llama3.2:1b,explicacao_tecnica_media,3,78.6,525.09,18720.62,18.0,623.0,65.0,11.98
0.0763,llama3.2:1b,resumo_texto,1,0.0,525.08,18719.21,23.0,623.0,66.0,17.93
1.1569,llama3.2:1b,resumo_texto,1,19.1,525.09,18718.98,0.0,623.0,65.0,15.59
2.2312,llama3.2:1b,resumo_texto,1,14.1,525.09,18720.8,0.0,623.0,64.0,11.32
3.331,llama3.2:1b,resumo_texto,1,38.5,525.09,18719.14,18.0,623.0,64.0,10.37
0.0861,llama3.2:1b,resumo_texto,2,0.0,525.08,18715.38,24.0,623.0,64.0,12.03
1.1717,llama3.2:1b,resumo_texto,2,22.0,525.09,18715.33,0.0,623.0,63.0,10.52
2.2595,llama3.2:1b,resumo_texto,2,13.9,525.09,18720.75,0.0,623.0,63.0,10.01
3.3546,llama3.2:1b,resumo_texto,2,40.6,525.09,18720.09,24.0,623.0,64.0,10.67
0.093,llama3.2:1b,resumo_texto,3,0.0,525.08,18717.93,24.0,623.0,64.0,10.67
1.2194,llama3.2:1b,resumo_texto,3,17.5,525.1,18705.17,0.0,623.0,63.0,10.16
2.2996,llama3.2:1b,resumo_texto,3,12.5,525.1,18716.34,0.0,623.0,63.0,9.94
3.3885,llama3.2:1b,resumo_texto,3,38.0,525.1,18699.38,24.0,623.0,63.0,10.99
0.0935,llama3.2:1b,geracao_codigo_simples,1,0.0,525.08,18875.98,18.0,623.0,65.0,13.09
1.186,llama3.2:1b,geracao_codigo_simples,1,20.9,525.1,18862.54,0.0,623.0,64.0,10.6
2.2749,llama3.2:1b,geracao_codigo_simples,1,11.9,525.1,18859.36,0.0,623.0,63.0,10.01
3.3711,llama3.2:1b,geracao_codigo_simples,1,41.6,525.1,18870.44,20.0,623.0,64.0,10.43
4.4775,llama3.2:1b,geracao_codigo_simples,1,56.7,525.1,18871.14,21.0,623.0,64.0,13.19
5.6749,llama3.2:1b,geracao_codigo_simples,1,66.4,525.1,18868.96,17.0,623.0,64.0,12.42
6.8713,llama3.2:1b,geracao_codigo_simples,1,74.4,525.1,18789.77,12.0,623.0,64.0,11.85
0.1343,llama3.2:1b,geracao_codigo_simples,2,0.0,525.09,18785.84,12.0,623.0,64.0,11.84
1.2345,llama3.2:1b,geracao_codigo_simples,2,23.1,525.11,18768.73,0.0,623.0,63.0,10.35
2.3148,llama3.2:1b,geracao_codigo_simples,2,21.4,525.11,18770.04,0.0,623.0,63.0,9.99
3.4222,llama3.2:1b,geracao_codigo_simples,2,51.7,525.11,18768.45,24.0,623.0,63.0,10.52
4.5338,llama3.2:1b,geracao_codigo_simples,2,57.3,525.11,18768.3,20.0,623.0,64.0,13.22
5.7114,llama3.2:1b,geracao_codigo_simples,2,58.0,525.11,18748.43,13.0,623.0,64.0,12.47
6.8569,llama3.2:1b,geracao_codigo_simples,2,58.4,525.11,18745.7,12.0,623.0,64.0,12.1
0.1266,llama3.2:1b,geracao_codigo_simples,3,0.0,525.11,18738.63,12.0,623.0,64.0,12.14
1.223,llama3.2:1b,geracao_codigo_simples,3,24.0,525.12,18733.13,0.0,623.0,63.0,10.52
2.3034,llama3.2:1b,geracao_codigo_simples,3,15.7,525.12,18738.19,0.0,623.0,63.0,10.0
3.4054,llama3.2:1b,geracao_codigo_simples,3,42.8,525.12,18730.89,12.0,623.0,63.0,10.15
4.4959,llama3.2:1b,geracao_codigo_simples,3,56.5,525.12,18730.25,24.0,623.0,64.0,13.34
5.6761,llama3.2:1b,geracao_codigo_simples,3,61.1,525.12,18734.17,18.0,623.0,64.0,12.7
6.8356,llama3.2:1b,geracao_codigo_simples,3,59.3,525.12,18733.66,18.0,623.0,64.0,12.23
0.1583,llama3.2:1b,analise_codigo,1,0.0,525.11,18838.92,12.0,623.0,65.0,11.96
1.2765,llama3.2:1b,analise_codigo,1,25.5,525.12,18901.03,0.0,623.0,64.0,10.05
2.3733,llama3.2:1b,analise_codigo,1,15.5,525.12,18897.64,0.0,623.0,63.0,10.03
3.4714,llama3.2:1b,analise_codigo,1,47.0,525.12,18903.01,24.0,623.0,64.0,10.95
4.5995,llama3.2:1b,analise_codigo,1,59.9,525.12,18913.88,22.0,623.0,64.0,13.16
5.7925,llama3.2:1b,analise_codigo,1,66.2,525.12,18914.93,12.0,623.0,64.0,12.19
7.0149,llama3.2:1b,analise_codigo,1,86.9,525.12,18933.71,12.0,623.0,64.0,11.86
0.1348,llama3.2:1b,analise_codigo,2,0.0,525.11,18932.59,12.0,623.0,64.0,11.83
1.2351,llama3.2:1b,analise_codigo,2,33.1,525.13,18937.71,0.0,623.0,63.0,10.27
2.3345,llama3.2:1b,analise_codigo,2,26.0,525.13,18971.79,0.0,623.0,63.0,10.0
3.4171,llama3.2:1b,analise_codigo,2,58.0,525.13,19086.39,18.0,623.0,63.0,10.31
4.5655,llama3.2:1b,analise_codigo,2,74.9,525.13,19124.76,12.0,623.0,64.0,12.9
5.7663,llama3.2:1b,analise_codigo,2,77.1,525.13,19125.64,12.0,623.0,64.0,12.0
6.9357,llama3.2:1b,analise_codigo,2,74.3,525.13,19116.42,15.0,623.0,64.0,12.0
0.1233,llama3.2:1b,analise_codigo,3,83.3,525.12,19117.44,14.0,623.0,64.0,12.06
