tempo_relativo_s,modelo,categoria_tarefa,repeticao,cpu_percent,ram_process_mb,ram_system_used_mb,gpu_percent,vram_used_mb,gpu_temperature_c,gpu_power_w
20.2546,qwen3.5:latest,explicacao_tecnica_media,3,86.5,328.86,24312.67,0.0,199.0,64.0,10.09
21.4302,qwen3.5:latest,explicacao_tecnica_media,3,74.5,328.86,24299.39,1.0,199.0,64.0,10.08
22.6276,qwen3.5:latest,explicacao_tecnica_media,3,89.6,328.86,24308.38,0.0,199.0,64.0,10.07
23.8287,qwen3.5:latest,explicacao_tecnica_media,3,79.7,328.86,24326.6,0.0,199.0,64.0,10.06
25.0122,qwen3.5:latest,explicacao_tecnica_media,3,83.8,328.86,24375.92,1.0,199.0,64.0,10.06
26.1941,qwen3.5:latest,explicacao_tecnica_media,3,86.4,328.86,24371.56,0.0,199.0,64.0,10.07
27.3859,qwen3.5:latest,explicacao_tecnica_media,3,84.5,328.86,24384.3,1.0,199.0,64.0,10.09
28.5681,qwen3.5:latest,explicacao_tecnica_media,3,76.4,328.86,24428.67,1.0,199.0,64.0,10.07
29.7368,qwen3.5:latest,explicacao_tecnica_media,3,72.4,328.86,24448.01,1.0,199.0,64.0,10.06
30.8987,qwen3.5:latest,explicacao_tecnica_media,3,73.7,328.86,24457.2,0.0,199.0,64.0,10.06
32.0673,qwen3.5:latest,explicacao_tecnica_media,3,76.8,328.86,24098.5,0.0,199.0,64.0,10.07
33.2317,qwen3.5:latest,explicacao_tecnica_media,3,63.5,328.86,24096.46,1.0,199.0,64.0,10.07
34.3892,qwen3.5:latest,explicacao_tecnica_media,3,60.0,328.86,24094.53,1.0,199.0,64.0,10.07
35.5558,qwen3.5:latest,explicacao_tecnica_media,3,65.7,328.87,24097.35,0.0,199.0,64.0,10.08
36.742,qwen3.5:latest,explicacao_tecnica_media,3,74.5,328.87,24094.53,0.0,199.0,64.0,10.09
37.8975,qwen3.5:latest,explicacao_tecnica_media,3,79.4,328.87,24088.69,0.0,199.0,64.0,10.07
39.0519,qwen3.5:latest,explicacao_tecnica_media,3,73.5,328.87,24084.47,1.0,199.0,64.0,10.07
40.212,qwen3.5:latest,explicacao_tecnica_media,3,63.8,328.87,24089.97,0.0,199.0,64.0,10.06
0.1415,qwen3.5:latest,resumo_texto,1,0.0,328.89,23951.38,0.0,199.0,64.0,10.06
1.2261,qwen3.5:latest,resumo_texto,1,30.7,328.9,23962.51,0.0,199.0,64.0,10.06
2.3251,qwen3.5:latest,resumo_texto,1,16.0,328.9,23930.58,0.0,199.0,64.0,10.07
3.4105,qwen3.5:latest,resumo_texto,1,26.1,328.9,24024.79,2.0,199.0,64.0,10.04
4.5006,qwen3.5:latest,resumo_texto,1,57.8,328.9,24028.19,1.0,199.0,64.0,10.03
5.6702,qwen3.5:latest,resumo_texto,1,59.2,328.9,24030.61,1.0,199.0,64.0,10.07
6.8382,qwen3.5:latest,resumo_texto,1,65.2,328.9,24029.23,1.0,199.0,64.0,10.09
8.0057,qwen3.5:latest,resumo_texto,1,63.3,328.9,24028.7,1.0,199.0,64.0,10.08
9.16,qwen3.5:latest,resumo_texto,1,62.6,328.9,24027.03,1.0,199.0,64.0,10.08
10.339,qwen3.5:latest,resumo_texto,1,71.8,328.9,24009.89,1.0,199.0,64.0,10.09
11.4982,qwen3.5:latest,resumo_texto,1,76.0,328.9,24018.05,1.0,199.0,64.0,10.08
12.6711,qwen3.5:latest,resumo_texto,1,75.2,328.91,24014.28,0.0,199.0,64.0,10.08
13.8369,qwen3.5:latest,resumo_texto,1,64.4,328.91,24008.38,1.0,199.0,64.0,10.07
15.0118,qwen3.5:latest,resumo_texto,1,60.0,328.91,24014.62,0.0,199.0,64.0,10.09
16.1819,qwen3.5:latest,resumo_texto,1,63.0,328.91,24009.5,1.0,199.0,64.0,10.09
17.3355,qwen3.5:latest,resumo_texto,1,64.1,328.91,24006.98,0.0,199.0,64.0,10.08
18.5055,qwen3.5:latest,resumo_texto,1,62.0,328.91,24018.46,1.0,199.0,64.0,10.08
19.6699,qwen3.5:latest,resumo_texto,1,62.9,328.91,24017.16,1.0,199.0,64.0,10.07
20.845,qwen3.5:latest,resumo_texto,1,63.7,328.91,24012.33,0.0,199.0,64.0,10.06
22.0221,qwen3.5:latest,resumo_texto,1,63.1,328.91,24013.84,1.0,199.0,64.0,10.06
23.1827,qwen3.5:latest,resumo_texto,1,65.1,328.91,24014.61,0.0,199.0,64.0,10.07
24.3373,qwen3.5:latest,resumo_texto,1,62.7,328.91,24011.06,1.0,199.0,64.0,10.06
25.4972,qwen3.5:latest,resumo_texto,1,62.4,328.91,24009.85,1.0,199.0,64.0,10.05
26.6706,qwen3.5:latest,resumo_texto,1,61.0,328.91,24016.53,0.0,199.0,64.0,10.05
27.829,qwen3.5:latest,resumo_texto,1,61.8,328.91,24014.58,1.0,199.0,64.0,10.05
29.0106,qwen3.5:latest,resumo_texto,1,77.6,328.91,24048.92,0.0,199.0,64.0,10.04
30.1882,qwen3.5:latest,resumo_texto,1,72.8,328.91,24065.07,0.0,199.0,64.0,10.04
31.3911,qwen3.5:latest,resumo_texto,1,91.6,328.91,24075.34,0.0,199.0,64.0,10.03
32.5644,qwen3.5:latest,resumo_texto,1,73.9,328.91,24075.74,0.0,199.0,64.0,10.04
33.7355,qwen3.5:latest,resumo_texto,1,70.9,328.91,24083.44,1.0,199.0,64.0,10.03
34.8983,qwen3.5:latest,resumo_texto,1,68.8,328.91,24050.36,0.0,199.0,64.0,10.04
36.0685,qwen3.5:latest,resumo_texto,1,62.6,328.91,24049.43,1.0,199.0,64.0,10.02
37.2174,qwen3.5:latest,resumo_texto,1,66.9,328.91,24042.45,1.0,199.0,64.0,10.04
0.1396,qwen3.5:latest,resumo_texto,2,0.0,328.93,24040.6,1.0,199.0,64.0,10.05
1.2099,qwen3.5:latest,resumo_texto,2,30.1,328.94,24035.18,0.0,199.0,64.0,10.04
2.2982,qwen3.5:latest,resumo_texto,2,21.4,328.94,24041.6,0.0,199.0,64.0,10.03
3.386,qwen3.5:latest,resumo_texto,2,41.2,328.94,24045.9,2.0,199.0,63.0,10.02
4.4992,qwen3.5:latest,resumo_texto,2,67.7,328.94,24045.07,1.0,199.0,64.0,10.03
5.6736,qwen3.5:latest,resumo_texto,2,59.3,328.94,24046.74,1.0,199.0,64.0,10.05
6.8332,qwen3.5:latest,resumo_texto,2,64.5,328.94,24045.48,0.0,199.0,64.0,10.07
7.9948,qwen3.5:latest,resumo_texto,2,65.6,328.94,24040.57,1.0,199.0,64.0,10.06
9.1582,qwen3.5:latest,resumo_texto,2,64.3,328.94,24008.5,0.0,199.0,64.0,10.07
10.3245,qwen3.5:latest,resumo_texto,2,60.1,328.94,24009.65,1.0,199.0,64.0,10.09
11.4965,qwen3.5:latest,resumo_texto,2,57.5,328.94,24008.38,0.0,199.0,64.0,10.06
12.6691,qwen3.5:latest,resumo_texto,2,70.8,328.94,24011.86,1.0,199.0,64.0,10.07
13.8322,qwen3.5:latest,resumo_texto,2,65.7,328.94,24012.94,1.0,199.0,64.0,10.07
14.9904,qwen3.5:latest,resumo_texto,2,64.7,328.94,24004.33,1.0,199.0,64.0,10.07
16.1629,qwen3.5:latest,resumo_texto,2,62.1,328.94,24005.95,1.0,199.0,64.0,10.05
17.3337,qwen3.5:latest,resumo_texto,2,59.0,328.94,24004.64,1.0,199.0,64.0,10.04
18.4942,qwen3.5:latest,resumo_texto,2,63.2,328.94,24007.13,1.0,199.0,64.0,10.03
19.653,qwen3.5:latest,resumo_texto,2,76.4,328.94,24010.48,1.0,199.0,64.0,10.03
20.8227,qwen3.5:latest,resumo_texto,2,74.4,328.94,24014.43,1.0,199.0,64.0,10.01
22.0061,qwen3.5:latest,resumo_texto,2,71.4,328.94,24036.23,0.0,199.0,64.0,10.0
23.1742,qwen3.5:latest,resumo_texto,2,76.1,328.94,24028.04,1.0,199.0,64.0,10.02
24.3507,qwen3.5:latest,resumo_texto,2,72.9,328.94,24029.86,1.0,199.0,64.0,10.0
25.53,qwen3.5:latest,resumo_texto,2,72.6,328.94,24032.68,0.0,199.0,64.0,10.01
26.6858,qwen3.5:latest,resumo_texto,2,65.5,328.94,23996.36,1.0,199.0,64.0,10.02
27.8442,qwen3.5:latest,resumo_texto,2,61.1,328.94,23996.4,0.0,199.0,64.0,10.02
28.9924,qwen3.5:latest,resumo_texto,2,60.5,328.94,23986.88,1.0,199.0,64.0,10.02
30.1502,qwen3.5:latest,resumo_texto,2,64.1,328.94,23998.46,1.0,199.0,64.0,10.01
31.336,qwen3.5:latest,resumo_texto,2,70.2,328.94,23999.59,0.0,199.0,64.0,10.02
32.5207,qwen3.5:latest,resumo_texto,2,73.8,328.94,24000.39,1.0,199.0,64.0,10.02
33.7017,qwen3.5:latest,resumo_texto,2,73.6,328.94,23997.62,1.0,199.0,64.0,10.01
34.8647,qwen3.5:latest,resumo_texto,2,71.0,328.94,23995.0,0.0,199.0,64.0,10.03
36.0301,qwen3.5:latest,resumo_texto,2,64.0,328.94,23991.34,1.0,199.0,64.0,10.02
37.1699,qwen3.5:latest,resumo_texto,2,62.7,328.94,23996.06,0.0,199.0,64.0,10.02
38.3192,qwen3.5:latest,resumo_texto,2,64.3,328.95,23996.86,1.0,199.0,64.0,10.02
0.1154,qwen3.5:latest,resumo_texto,3,0.0,328.94,23994.99,1.0,199.0,64.0,10.02
1.2047,qwen3.5:latest,resumo_texto,3,17.2,328.96,23995.98,0.0,199.0,63.0,10.01
2.3173,qwen3.5:latest,resumo_texto,3,12.4,328.96,23999.37,0.0,199.0,63.0,10.0
3.4131,qwen3.5:latest,resumo_texto,3,30.1,328.96,23984.49,0.0,199.0,63.0,9.99
4.524,qwen3.5:latest,resumo_texto,3,59.5,328.96,23989.14,1.0,199.0,64.0,9.99
5.6712,qwen3.5:latest,resumo_texto,3,61.0,328.96,23988.16,1.0,199.0,64.0,10.02
6.8312,qwen3.5:latest,resumo_texto,3,64.4,328.96,23987.32,0.0,199.0,64.0,10.02
7.9978,qwen3.5:latest,resumo_texto,3,65.2,328.96,23988.91,1.0,199.0,64.0,10.02
9.1595,qwen3.5:latest,resumo_texto,3,58.4,328.96,23986.95,0.0,199.0,64.0,10.03
10.3304,qwen3.5:latest,resumo_texto,3,63.9,328.96,23991.82,1.0,199.0,64.0,10.03
11.4904,qwen3.5:latest,resumo_texto,3,64.4,328.96,23986.29,1.0,199.0,64.0,10.01
12.6619,qwen3.5:latest,resumo_texto,3,77.8,328.96,24007.25,1.0,199.0,64.0,10.01
13.8621,qwen3.5:latest,resumo_texto,3,73.0,328.96,24014.17,1.0,199.0,64.0,10.03
15.0689,qwen3.5:latest,resumo_texto,3,87.9,328.96,24023.63,0.0,199.0,64.0,10.02
16.2348,qwen3.5:latest,resumo_texto,3,73.7,328.96,24034.57,1.0,199.0,64.0,10.01
17.4154,qwen3.5:latest,resumo_texto,3,74.6,328.96,24036.54,0.0,199.0,64.0,10.02
18.5779,qwen3.5:latest,resumo_texto,3,67.2,328.96,24004.6,0.0,199.0,64.0,10.03
19.7326,qwen3.5:latest,resumo_texto,3,64.9,328.96,24004.33,1.0,199.0,64.0,10.02
20.91,qwen3.5:latest,resumo_texto,3,62.6,328.96,24002.24,1.0,199.0,64.0,10.03
22.0657,qwen3.5:latest,resumo_texto,3,64.0,328.96,24003.84,1.0,199.0,64.0,10.04
23.2234,qwen3.5:latest,resumo_texto,3,73.3,328.96,24005.29,1.0,199.0,64.0,10.04
24.38,qwen3.5:latest,resumo_texto,3,78.3,328.96,23995.79,1.0,199.0,64.0,10.03
25.5462,qwen3.5:latest,resumo_texto,3,71.8,328.96,24001.26,0.0,199.0,64.0,10.04
26.7166,qwen3.5:latest,resumo_texto,3,74.4,328.96,23999.43,1.0,199.0,64.0,10.05
27.874,qwen3.5:latest,resumo_texto,3,64.2,328.96,24000.21,0.0,199.0,64.0,10.05
29.0318,qwen3.5:latest,resumo_texto,3,62.7,328.98,24002.84,1.0,199.0,64.0,10.06
30.2112,qwen3.5:latest,resumo_texto,3,64.6,328.98,24004.23,0.0,199.0,64.0,10.07
31.3784,qwen3.5:latest,resumo_texto,3,60.5,328.98,23997.98,1.0,199.0,64.0,10.05
32.542,qwen3.5:latest,resumo_texto,3,60.2,328.99,23999.56,1.0,199.0,64.0,10.06
33.7088,qwen3.5:latest,resumo_texto,3,61.4,329.0,24000.19,0.0,199.0,64.0,10.08
34.8648,qwen3.5:latest,resumo_texto,3,64.1,329.0,24001.77,1.0,199.0,64.0,10.09
36.0087,qwen3.5:latest,resumo_texto,3,68.1,329.0,23999.33,0.0,199.0,64.0,10.07
37.1503,qwen3.5:latest,resumo_texto,3,69.2,329.0,23999.86,1.0,199.0,64.0,10.08
38.3043,qwen3.5:latest,resumo_texto,3,69.8,267.97,23990.59,0.0,199.0,64.0,10.07
0.1243,qwen3.5:latest,geracao_codigo_simples,1,0.0,267.98,24030.36,1.0,199.0,65.0,10.08
1.209,qwen3.5:latest,geracao_codigo_simples,1,21.0,267.99,24032.78,0.0,199.0,64.0,10.09
2.2923,qwen3.5:latest,geracao_codigo_simples,1,18.1,267.99,24029.19,0.0,199.0,64.0,10.09
3.3882,qwen3.5:latest,geracao_codigo_simples,1,35.1,267.99,24133.53,0.0,199.0,64.0,10.08
4.4937,qwen3.5:latest,geracao_codigo_simples,1,65.3,267.99,24123.64,1.0,199.0,64.0,10.07
5.6666,qwen3.5:latest,geracao_codigo_simples,1,73.4,267.98,24085.01,1.0,199.0,65.0,10.1
6.8419,qwen3.5:latest,geracao_codigo_simples,1,82.4,267.98,24043.54,1.0,199.0,65.0,10.11
8.006,qwen3.5:latest,geracao_codigo_simples,1,64.0,267.99,24036.43,0.0,199.0,65.0,10.11
9.1584,qwen3.5:latest,geracao_codigo_simples,1,63.6,267.99,24039.81,1.0,199.0,65.0,10.11
10.3235,qwen3.5:latest,geracao_codigo_simples,1,61.1,267.99,24040.83,0.0,199.0,65.0,10.1
11.4766,qwen3.5:latest,geracao_codigo_simples,1,59.8,267.99,24041.77,0.0,199.0,65.0,10.09
12.6293,qwen3.5:latest,geracao_codigo_simples,1,63.4,268.0,24036.33,1.0,199.0,65.0,10.1
13.7752,qwen3.5:latest,geracao_codigo_simples,1,68.6,268.0,24021.53,0.0,199.0,65.0,10.1
14.9469,qwen3.5:latest,geracao_codigo_simples,1,72.8,268.0,24017.55,0.0,199.0,65.0,10.09
16.1188,qwen3.5:latest,geracao_codigo_simples,1,62.3,268.0,24017.87,1.0,199.0,65.0,10.11
17.2925,qwen3.5:latest,geracao_codigo_simples,1,64.7,268.0,24024.11,0.0,199.0,65.0,10.09
18.4539,qwen3.5:latest,geracao_codigo_simples,1,66.8,268.0,24024.12,1.0,199.0,65.0,10.09
19.6027,qwen3.5:latest,geracao_codigo_simples,1,62.9,268.0,24024.8,0.0,199.0,65.0,10.11
20.8039,qwen3.5:latest,geracao_codigo_simples,1,65.7,268.0,24027.05,0.0,199.0,65.0,10.1
21.98,qwen3.5:latest,geracao_codigo_simples,1,70.2,268.0,24020.75,1.0,199.0,65.0,10.08
23.1584,qwen3.5:latest,geracao_codigo_simples,1,76.0,268.0,24039.41,1.0,199.0,65.0,10.07
24.3353,qwen3.5:latest,geracao_codigo_simples,1,78.3,268.0,24030.38,1.0,199.0,65.0,10.08
25.5192,qwen3.5:latest,geracao_codigo_simples,1,88.9,268.0,24050.92,1.0,199.0,65.0,10.08
26.6875,qwen3.5:latest,geracao_codigo_simples,1,75.7,268.0,24056.83,1.0,199.0,65.0,10.09
27.8503,qwen3.5:latest,geracao_codigo_simples,1,66.9,268.0,24005.71,0.0,199.0,65.0,10.1
29.0088,qwen3.5:latest,geracao_codigo_simples,1,62.3,268.0,24016.09,1.0,199.0,65.0,10.1
30.1588,qwen3.5:latest,geracao_codigo_simples,1,64.0,268.01,24015.21,1.0,199.0,65.0,10.08
31.3209,qwen3.5:latest,geracao_codigo_simples,1,64.2,268.01,24011.69,1.0,199.0,64.0,10.1
32.4809,qwen3.5:latest,geracao_codigo_simples,1,65.9,268.01,24008.53,1.0,199.0,64.0,10.09
33.6836,qwen3.5:latest,geracao_codigo_simples,1,78.1,268.01,24013.29,1.0,199.0,64.0,10.1
34.853,qwen3.5:latest,geracao_codigo_simples,1,72.2,268.01,24015.3,0.0,199.0,65.0,10.1
36.0123,qwen3.5:latest,geracao_codigo_simples,1,73.6,268.01,24011.89,1.0,199.0,64.0,10.1
37.1632,qwen3.5:latest,geracao_codigo_simples,1,70.1,268.01,24012.57,1.0,199.0,65.0,10.1
38.3055,qwen3.5:latest,geracao_codigo_simples,1,67.0,268.01,24013.69,1.0,199.0,64.0,10.09
0.1452,qwen3.5:latest,geracao_codigo_simples,2,0.0,268.01,24010.17,1.0,199.0,64.0,10.08
1.2287,qwen3.5:latest,geracao_codigo_simples,2,34.5,268.03,24014.33,0.0,199.0,64.0,10.08
2.3314,qwen3.5:latest,geracao_codigo_simples,2,23.9,268.03,24026.21,0.0,199.0,64.0,10.08
3.4241,qwen3.5:latest,geracao_codigo_simples,2,36.2,268.03,24033.14,1.0,199.0,64.0,10.06
4.5097,qwen3.5:latest,geracao_codigo_simples,2,58.0,268.03,24031.56,1.0,199.0,64.0,10.06
5.6688,qwen3.5:latest,geracao_codigo_simples,2,61.4,268.03,24037.31,1.0,199.0,64.0,10.08
6.808,qwen3.5:latest,geracao_codigo_simples,2,68.6,268.03,24040.59,0.0,199.0,65.0,10.09
7.9701,qwen3.5:latest,geracao_codigo_simples,2,65.1,268.03,24039.25,1.0,199.0,64.0,10.1
9.2461,qwen3.5:latest,geracao_codigo_simples,2,64.4,268.03,24039.64,1.0,199.0,65.0,10.09
10.4003,qwen3.5:latest,geracao_codigo_simples,2,65.8,268.03,24041.14,1.0,199.0,65.0,10.1
11.5739,qwen3.5:latest,geracao_codigo_simples,2,67.9,268.03,24043.32,1.0,199.0,64.0,10.1
12.7361,qwen3.5:latest,geracao_codigo_simples,2,65.4,268.03,24039.74,0.0,199.0,64.0,10.1
13.9069,qwen3.5:latest,geracao_codigo_simples,2,74.7,268.03,24037.39,0.0,199.0,64.0,10.09
15.1227,qwen3.5:latest,geracao_codigo_simples,2,70.8,268.03,24061.93,1.0,199.0,64.0,10.08
16.3072,qwen3.5:latest,geracao_codigo_simples,2,90.5,268.03,24069.14,0.0,199.0,64.0,10.09
17.4797,qwen3.5:latest,geracao_codigo_simples,2,79.8,268.03,24075.15,1.0,199.0,65.0,10.08
18.6515,qwen3.5:latest,geracao_codigo_simples,2,72.4,268.03,24074.18,0.0,199.0,64.0,10.09
19.8321,qwen3.5:latest,geracao_codigo_simples,2,70.1,268.03,24042.59,1.0,199.0,64.0,10.07
21.005,qwen3.5:latest,geracao_codigo_simples,2,62.1,268.03,24038.14,0.0,199.0,64.0,10.08
22.1623,qwen3.5:latest,geracao_codigo_simples,2,62.5,268.03,24032.62,1.0,199.0,64.0,10.07
23.341,qwen3.5:latest,geracao_codigo_simples,2,67.9,268.04,24036.93,0.0,199.0,64.0,10.07
24.5102,qwen3.5:latest,geracao_codigo_simples,2,74.0,268.04,24036.19,1.0,199.0,64.0,10.07
25.6852,qwen3.5:latest,geracao_codigo_simples,2,72.7,268.04,24035.03,0.0,199.0,64.0,10.07
26.8552,qwen3.5:latest,geracao_codigo_simples,2,70.4,268.04,24038.97,0.0,199.0,64.0,10.08
28.0496,qwen3.5:latest,geracao_codigo_simples,2,83.0,268.04,24040.69,1.0,199.0,64.0,10.09
29.2125,qwen3.5:latest,geracao_codigo_simples,2,81.5,268.04,24042.84,1.0,199.0,65.0,10.1
30.3847,qwen3.5:latest,geracao_codigo_simples,2,80.7,268.04,24042.34,0.0,199.0,65.0,10.09
31.5594,qwen3.5:latest,geracao_codigo_simples,2,77.0,268.04,24043.59,1.0,199.0,65.0,10.1
32.734,qwen3.5:latest,geracao_codigo_simples,2,60.2,268.04,24045.37,1.0,199.0,64.0,10.12
33.889,qwen3.5:latest,geracao_codigo_simples,2,63.9,268.04,24044.28,1.0,199.0,64.0,10.1
35.0401,qwen3.5:latest,geracao_codigo_simples,2,65.2,268.04,24041.03,0.0,199.0,65.0,10.1
36.1924,qwen3.5:latest,geracao_codigo_simples,2,64.7,268.04,24038.82,1.0,199.0,65.0,10.11
37.374,qwen3.5:latest,geracao_codigo_simples,2,79.1,268.04,24102.46,0.0,199.0,65.0,10.1
38.5408,qwen3.5:latest,geracao_codigo_simples,2,74.3,268.05,24149.01,1.0,199.0,64.0,10.1
0.1392,qwen3.5:latest,geracao_codigo_simples,3,0.0,268.04,24176.34,0.0,199.0,65.0,10.11
1.2195,qwen3.5:latest,geracao_codigo_simples,3,28.2,268.06,24174.82,0.0,199.0,64.0,10.09
2.302,qwen3.5:latest,geracao_codigo_simples,3,16.5,268.06,24156.3,0.0,199.0,64.0,10.09
3.3894,qwen3.5:latest,geracao_codigo_simples,3,34.2,268.06,24156.86,0.0,199.0,64.0,10.07
4.4626,qwen3.5:latest,geracao_codigo_simples,3,68.4,268.06,24260.25,1.0,199.0,64.0,10.07
5.6343,qwen3.5:latest,geracao_codigo_simples,3,86.0,268.06,24402.94,0.0,199.0,65.0,10.11
6.8592,qwen3.5:latest,geracao_codigo_simples,3,80.7,268.06,24467.78,1.0,199.0,65.0,10.12
8.0479,qwen3.5:latest,geracao_codigo_simples,3,84.1,268.06,24552.54,1.0,199.0,65.0,10.15
9.2101,qwen3.5:latest,geracao_codigo_simples,3,82.8,268.06,24494.41,0.0,199.0,65.0,10.14
10.3693,qwen3.5:latest,geracao_codigo_simples,3,83.5,268.06,24449.25,1.0,199.0,65.0,10.13
11.5339,qwen3.5:latest,geracao_codigo_simples,3,69.6,268.06,24467.7,1.0,199.0,65.0,10.12
12.6991,qwen3.5:latest,geracao_codigo_simples,3,69.6,268.06,24470.54,0.0,199.0,65.0,10.12
13.8856,qwen3.5:latest,geracao_codigo_simples,3,72.2,268.06,24469.7,1.0,199.0,65.0,10.13
15.0641,qwen3.5:latest,geracao_codigo_simples,3,75.2,268.06,24459.13,1.0,199.0,65.0,10.13
16.2308,qwen3.5:latest,geracao_codigo_simples,3,80.6,268.06,24468.61,0.0,199.0,65.0,10.12
17.4189,qwen3.5:latest,geracao_codigo_simples,3,78.0,268.07,24487.42,0.0,199.0,65.0,10.11
18.5842,qwen3.5:latest,geracao_codigo_simples,3,76.2,268.07,24568.39,0.0,199.0,65.0,10.1
19.76,qwen3.5:latest,geracao_codigo_simples,3,75.8,268.07,24658.04,1.0,199.0,65.0,10.11
20.9414,qwen3.5:latest,geracao_codigo_simples,3,75.2,268.07,24573.88,0.0,199.0,65.0,10.11
22.1135,qwen3.5:latest,geracao_codigo_simples,3,72.4,268.07,24413.96,0.0,199.0,65.0,10.11
23.2886,qwen3.5:latest,geracao_codigo_simples,3,66.8,268.07,24330.55,1.0,199.0,65.0,10.12
24.4413,qwen3.5:latest,geracao_codigo_simples,3,65.9,268.07,24243.43,0.0,199.0,65.0,10.12
25.607,qwen3.5:latest,geracao_codigo_simples,3,64.4,268.07,24235.24,1.0,199.0,65.0,10.11
26.7867,qwen3.5:latest,geracao_codigo_simples,3,72.3,268.07,24220.53,0.0,199.0,65.0,10.12
27.9396,qwen3.5:latest,geracao_codigo_simples,3,66.2,268.07,24232.87,1.0,199.0,65.0,10.12
29.1142,qwen3.5:latest,geracao_codigo_simples,3,72.4,268.07,24221.31,0.0,199.0,65.0,10.13
30.2738,qwen3.5:latest,geracao_codigo_simples,3,69.3,268.07,24110.16,1.0,199.0,65.0,10.12
31.4623,qwen3.5:latest,geracao_codigo_simples,3,82.2,268.07,24022.88,1.0,199.0,65.0,10.1
32.6179,qwen3.5:latest,geracao_codigo_simples,3,75.2,268.07,23962.82,1.0,199.0,65.0,10.09
33.7737,qwen3.5:latest,geracao_codigo_simples,3,65.9,268.07,23963.96,1.0,199.0,65.0,10.09
34.9456,qwen3.5:latest,geracao_codigo_simples,3,65.0,268.07,23971.78,0.0,199.0,65.0,10.1
36.1103,qwen3.5:latest,geracao_codigo_simples,3,72.6,268.07,23997.32,0.0,199.0,65.0,10.1
37.2897,qwen3.5:latest,geracao_codigo_simples,3,89.2,268.07,23987.31,0.0,199.0,65.0,10.1
38.461,qwen3.5:latest,geracao_codigo_simples,3,83.0,268.07,24004.19,1.0,199.0,65.0,10.1
39.6124,qwen3.5:latest,geracao_codigo_simples,3,67.0,268.07,24002.09,1.0,199.0,65.0,10.1
0.1296,qwen3.5:latest,analise_codigo,1,0.0,268.09,24064.9,0.0,199.0,64.0,10.05
1.2126,qwen3.5:latest,analise_codigo,1,19.3,268.1,24055.58,0.0,199.0,64.0,10.05
2.298,qwen3.5:latest,analise_codigo,1,10.5,268.1,24057.62,0.0,199.0,64.0,10.02
3.367,qwen3.5:latest,analise_codigo,1,28.3,268.1,24167.15,0.0,199.0,63.0,10.0
4.472,qwen3.5:latest,analise_codigo,1,60.7,268.1,24170.31,1.0,199.0,64.0,10.0
5.6259,qwen3.5:latest,analise_codigo,1,63.0,268.1,24118.88,1.0,199.0,64.0,10.02
6.805,qwen3.5:latest,analise_codigo,1,63.8,268.11,24114.95,1.0,199.0,64.0,10.04
7.9691,qwen3.5:latest,analise_codigo,1,60.3,268.11,24117.74,1.0,199.0,64.0,10.06
9.1303,qwen3.5:latest,analise_codigo,1,72.4,268.11,24117.81,0.0,199.0,64.0,10.03
10.302,qwen3.5:latest,analise_codigo,1,65.8,268.11,24117.05,1.0,199.0,64.0,10.04
11.4719,qwen3.5:latest,analise_codigo,1,76.9,268.12,24136.04,0.0,199.0,64.0,10.03
12.7061,qwen3.5:latest,analise_codigo,1,72.0,268.12,24160.14,0.0,199.0,64.0,10.03
14.0225,qwen3.5:latest,analise_codigo,1,93.3,268.12,24159.78,0.0,199.0,64.0,10.02
15.1885,qwen3.5:latest,analise_codigo,1,82.6,268.12,24170.99,1.0,199.0,64.0,10.01
16.3796,qwen3.5:latest,analise_codigo,1,74.7,268.12,24184.8,1.0,199.0,64.0,10.01
17.5391,qwen3.5:latest,analise_codigo,1,69.7,268.12,24150.31,0.0,199.0,64.0,10.03
18.7048,qwen3.5:latest,analise_codigo,1,60.9,268.12,24151.58,1.0,199.0,64.0,10.04
19.8661,qwen3.5:latest,analise_codigo,1,60.4,268.12,24154.12,1.0,199.0,64.0,10.03
21.0338,qwen3.5:latest,analise_codigo,1,69.8,268.12,24159.29,1.0,199.0,64.0,10.02
22.1985,qwen3.5:latest,analise_codigo,1,78.1,268.12,24158.75,0.0,199.0,64.0,10.03
23.3599,qwen3.5:latest,analise_codigo,1,75.5,268.12,24158.7,1.0,199.0,64.0,10.05
24.5476,qwen3.5:latest,analise_codigo,1,74.3,268.12,24158.42,1.0,199.0,64.0,10.03
25.7075,qwen3.5:latest,analise_codigo,1,71.6,268.12,24158.11,1.0,199.0,64.0,10.05
26.8635,qwen3.5:latest,analise_codigo,1,65.7,268.12,24157.55,1.0,199.0,64.0,10.04
28.0198,qwen3.5:latest,analise_codigo,1,63.6,268.12,24162.89,0.0,199.0,64.0,10.05
29.1887,qwen3.5:latest,analise_codigo,1,66.7,268.12,24160.44,1.0,199.0,64.0,10.04
30.3473,qwen3.5:latest,analise_codigo,1,59.3,268.12,24161.12,1.0,199.0,64.0,10.06
31.4986,qwen3.5:latest,analise_codigo,1,62.1,268.12,24160.66,0.0,199.0,64.0,10.04
32.6721,qwen3.5:latest,analise_codigo,1,67.0,268.12,24160.64,1.0,199.0,64.0,10.04
33.8334,qwen3.5:latest,analise_codigo,1,67.2,268.12,24161.32,0.0,199.0,64.0,10.03
34.9874,qwen3.5:latest,analise_codigo,1,65.7,268.12,24161.82,0.0,199.0,64.0,10.05
